elementId	reviewGroup	decisionStatus	targetCategory	roles	disposition	rationale	replacement	migrationGuideAnchor	ownerPhase	notes
method:org.hibernate.dialect.Dialect#addUseIndexQueryHint(java.lang.String,java.lang.String)	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	USE INDEX insertion is a reusable provider composition helper for a query-hint family, not state or behavior belonging to every Dialect instance.	A supported query-hint SPI utility or strategy for USE INDEX insertion		Phase 5	Five provider consumers and no overrides were observed; move the helper from Dialect into a coherent query-hint SPI package, retain USE classification there, test recognized and unchanged query shapes, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#escapeComment(java.lang.String)	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Escaping nested SQL comment delimiters is generic SQL rendering support used by translators and legacy statement builders, not database-specific Dialect behavior.	A supported SQL comment escaping utility in the engine-level SQL rendering SPI		Phase 5	Seven consumers and no overrides were observed, including a provider translator; move the static helper to a coherent SQL rendering SPI package, preserve provider USE, and migrate all callers with a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#prependComment(java.lang.String,java.lang.String)	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	This unoverridden protected helper exists only to support the broad addSqlHintOrComment() override pattern eliminated by focused placement metadata.	Internal query-decoration orchestration using the supported SQL comment escaper		Phase 5	No overrides and four orchestration consumers were observed; internalize comment insertion after migrating PostgreSQL-family ordering, and add a Migration Guide entry directing providers to the focused placement and escaping contracts.
method:org.hibernate.dialect.Dialect#transformSelectString(java.lang.String)	GENERAL_CAPABILITY	APPROVED	INTERNAL		REMOVE	No maintained Dialect customizes this legacy post-render transformation hook and its sole consumer is the legacy SimpleSelect builder.	No replacement; use the SQL AST translator or a focused query-hint renderer for supported provider variation		Phase 5	No overrides and one consumer were observed; remove the hook and direct any external database rendering variation to the supported translator or hint contracts in the versioned Migration Guide.
method:org.hibernate.dialect.Dialect#initDefaultProperties()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	This superclass-constructor callback exposes mutable Dialect state and combines invariant Hibernate defaults, typed provider defaults, and arbitrary configuration contributions in one fragile lifecycle hook.	A protected contributeDefaultProperties(Properties) SPI hook invoked once after Dialect construction against an isolated property bag		Phase 5	Five overrides and six consumers were observed; migrate all arbitrary defaults to the contribution hook, remove the overridable constructor callback, define one-time invocation and precedence, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getDefaultProperties()	GENERAL_CAPABILITY	APPROVED	INTERNAL		RETAIN	This is an engine bootstrap snapshot accessor rather than a contract providers or application code need to call; providers should contribute defaults through the focused lifecycle hook instead of mutating returned Dialect state.			Phase 5	No overrides and nine consumers were observed, including five uses from current initialization overrides; retain the engine accessor as internal, return a defensive or immutable completed snapshot, and remove provider mutation through this method.
method:org.hibernate.dialect.Dialect#getDefaultStatementBatchSize()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	This typed method is immediately converted to the STATEMENT_BATCH_SIZE property and has no independent runtime consumer or semantics.	contributeDefaultProperties(Properties) setting STATEMENT_BATCH_SIZE		Phase 5	Twenty-two overrides and one initialization consumer were observed; migrate values to the unified contribution hook, preserve application-setting precedence over Dialect defaults, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getDefaultNonContextualLobCreation()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	This typed method is immediately converted to the NON_CONTEXTUAL_LOB_CREATION property and has no independent runtime consumer.	contributeDefaultProperties(Properties) setting NON_CONTEXTUAL_LOB_CREATION		Phase 5	Seven overrides and one initialization consumer were observed; migrate values to the unified contribution hook and preserve explicit application override precedence.
method:org.hibernate.dialect.Dialect#getDefaultUseGetGeneratedKeys()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	This typed method is immediately converted to the USE_GET_GENERATED_KEYS property and has no independent runtime consumer.	contributeDefaultProperties(Properties) setting USE_GET_GENERATED_KEYS		Phase 5	Six overrides and one initialization consumer were observed; migrate values to the unified contribution hook and preserve explicit application override precedence.
method:org.hibernate.dialect.Dialect#defaultScrollMode()	GENERAL_CAPABILITY	APPROVED	SPI	USE,IMPLEMENT,SUPPLY	RETAIN	Provider Dialects supply the safest default JDBC result-set scrolling mode for their driver and family implementations may delegate the standard choice.			Phase 5	Six overrides and two consumers were observed, including provider super-delegation; retain the directly consumed typed capability and cover insensitive, sensitive, and forward-only defaults.
method:org.hibernate.dialect.Dialect#isJdbcLogWarningsEnabledByDefault()	GENERAL_CAPABILITY	APPROVED	SPI	IMPLEMENT,SUPPLY	RETAIN	Provider Dialects declare whether JDBC warnings should be logged by default when driver behavior makes warning retrieval useful or excessively noisy.			Phase 5	Three MySQL-family overrides and one environment consumer were observed; retain the directly consumed capability and preserve explicit configuration precedence in tests.
method:org.hibernate.dialect.Dialect#getDefaultDecimalPrecision()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Default exact-numeric precision is one immutable dimension of the database's type-sizing limits and should be supplied coherently with the related precision, length, and capacity values.	getTypeSizingProfile() returning a supported immutable TypeSizingProfile		Phase 5	Fourteen overrides and eight consumers were observed, including provider translators; migrate the scalar into the profile, preserve provider read access, and add a versioned Migration Guide entry.
method:org.hibernate.dialect.Dialect#getDefaultTimestampPrecision()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Default timestamp fractional precision is one immutable dimension of the database's type-sizing limits and is distinct from the native unit used for temporal arithmetic.	getTypeSizingProfile() returning a supported immutable TypeSizingProfile		Phase 5	Eleven overrides and twelve consumers were observed; migrate the scalar into the profile, document digits-of-fraction semantics, and retain provider read access through the profile.
method:org.hibernate.dialect.Dialect#getDefaultIntervalSecondScale()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Default interval-second scale is one immutable dimension of the database's type-sizing limits and should be composed with the other default precisions.	getTypeSizingProfile() returning a supported immutable TypeSizingProfile		Phase 5	Five overrides and one consumer were observed; migrate the scalar into the profile and document its relationship to Duration nanosecond resolution.
method:org.hibernate.dialect.Dialect#getDefaultLobLength()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	Default generated LOB length is one immutable dimension of the database's type-sizing limits and is consumed by sizing strategies rather than representing a separate behavior family.	getTypeSizingProfile() returning a supported immutable TypeSizingProfile		Phase 5	Six overrides and eight consumers were observed, mostly provider SizeStrategy implementations; migrate the value into the profile and preserve provider USE from supported sizing strategies.
method:org.hibernate.dialect.Dialect#getFloatPrecision()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	The database precision representing Java float is one immutable type-sizing dimension and should be supplied with double and exact-numeric precision.	getTypeSizingProfile() returning a supported immutable TypeSizingProfile		Phase 5	Ten overrides and four consumers were observed; migrate the scalar into the profile and document whether the database interprets it in binary or decimal digits.
method:org.hibernate.dialect.Dialect#getDoublePrecision()	GENERAL_CAPABILITY	APPROVED	INTERNAL		REPLACE	The database precision representing Java double is one immutable type-sizing dimension and should be supplied with float and exact-numeric precision.	getTypeSizingProfile() returning a supported immutable TypeSizingProfile		Phase 5	Five overrides and two consumers were observed; migrate the scalar into the profile and document whether the database interprets it in binary or decimal digits.
